Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
inn27302,2,0,0,1,meal plan 2,0,room_type 1,71,2018,10,18,online,0,0,0,153.0,2,not_canceled
inn27303,1,0,0,1,meal plan 1,0,room_type 1,66,2018,9,7,online,0,0,0,92.7,0,canceled
inn27304,2,0,0,2,meal plan 1,0,room_type 4,240,2018,9,30,online,0,0,0,140.4,0,canceled
inn27305,2,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,105.0,0,not_canceled
inn27306,1,0,0,2,meal plan 1,0,room_type 1,164,2017,10,2,offline,0,0,0,100.0,0,not_canceled
inn27307,2,0,0,1,meal plan 1,0,room_type 1,27,2018,6,9,offline,0,0,0,120.0,0,not_canceled
inn27308,1,0,0,2,meal plan 1,0,room_type 1,192,2018,6,24,offline,0,0,0,95.0,0,not_canceled
inn27309,2,0,0,1,not selected,0,room_type 1,62,2018,5,25,online,0,0,0,116.1,1,not_canceled
inn27310,2,0,1,2,meal plan 1,0,room_type 4,75,2018,5,2,online,0,0,0,140.4,1,canceled
inn27311,1,0,0,1,meal plan 1,0,room_type 5,2,2017,11,11,offline,0,0,0,90.0,0,not_canceled
inn27312,2,0,1,2,meal plan 1,0,room_type 1,193,2018,6,20,offline,0,0,0,120.0,0,canceled
inn27313,2,0,0,2,meal plan 2,0,room_type 1,265,2018,6,24,offline,0,0,0,115.0,1,canceled
inn27314,2,0,0,3,meal plan 1,0,room_type 1,44,2018,3,3,online,0,0,0,78.3,0,canceled
inn27315,2,0,0,3,not selected,0,room_type 1,122,2018,5,17,online,0,0,0,94.5,0,not_canceled
inn27316,2,0,0,1,meal plan 1,0,room_type 4,61,2018,5,28,online,0,0,0,140.4,0,canceled
inn27317,1,0,0,1,meal plan 1,0,room_type 1,28,2017,10,29,offline,0,0,0,130.0,0,not_canceled
inn27318,2,1,1,1,meal plan 1,0,room_type 1,133,2018,7,11,online,0,0,0,126.0,0,not_canceled
inn27319,2,2,1,2,meal plan 1,0,room_type 6,37,2018,8,22,online,0,0,0,207.9,2,not_canceled
inn27320,1,0,2,4,meal plan 1,0,room_type 1,69,2018,6,12,offline,0,0,0,120.0,0,canceled
inn27321,2,2,1,2,meal plan 1,0,room_type 6,91,2018,5,6,online,0,0,0,198.9,0,canceled
inn27322,2,0,0,3,meal plan 1,0,room_type 1,279,2018,10,12,offline,0,0,0,110.0,0,canceled
inn27323,2,0,0,2,meal plan 1,0,room_type 1,245,2018,6,17,offline,0,0,0,75.0,0,canceled
inn27324,2,0,1,0,meal plan 1,0,room_type 1,0,2017,12,28,online,0,0,0,74.69,1,not_canceled
inn27325,2,0,2,5,meal plan 1,0,room_type 1,148,2018,7,25,online,0,0,0,105.96,1,not_canceled
inn27326,2,0,0,3,meal plan 1,0,room_type 1,44,2018,2,17,offline,0,0,0,75.0,0,not_canceled
inn27327,2,0,1,1,not selected,0,room_type 1,91,2018,4,9,online,0,0,0,58.9,1,not_canceled
inn27328,2,0,1,3,meal plan 1,0,room_type 4,69,2018,10,17,offline,0,0,0,90.95,1,not_canceled
inn27329,2,2,2,1,meal plan 1,0,room_type 6,12,2018,12,10,online,0,0,0,176.33,0,not_canceled
inn27330,2,0,0,2,meal plan 2,0,room_type 1,74,2017,9,18,offline,0,0,0,101.5,0,not_canceled
inn27331,2,0,2,2,meal plan 1,0,room_type 1,226,2018,10,29,offline,0,0,0,70.0,1,not_canceled
inn27332,2,0,0,1,meal plan 1,0,room_type 1,221,2018,8,12,offline,0,0,0,80.0,0,canceled
inn27333,2,0,1,1,meal plan 1,0,room_type 1,33,2018,1,25,corporate,0,0,0,64.0,0,not_canceled
inn27334,3,0,0,3,meal plan 1,0,room_type 4,103,2018,7,14,online,0,0,0,137.7,1,not_canceled
inn27335,1,0,0,1,meal plan 1,0,room_type 1,2,2018,2,25,offline,0,0,0,69.0,0,not_canceled
inn27336,1,0,0,2,meal plan 2,0,room_type 1,39,2017,8,14,offline,0,0,0,87.0,0,not_canceled
inn27337,2,0,1,2,meal plan 1,0,room_type 1,156,2017,10,9,online,0,0,0,89.25,1,not_canceled
inn27338,2,0,0,4,meal plan 1,0,room_type 1,3,2017,9,8,online,0,0,0,124.0,0,not_canceled
inn27339,3,0,0,3,meal plan 1,0,room_type 4,79,2018,4,28,online,0,0,0,149.1,1,not_canceled
inn27340,1,0,0,3,meal plan 1,0,room_type 1,71,2018,6,14,offline,0,0,0,120.0,0,not_canceled
inn27341,2,0,0,4,meal plan 1,0,room_type 1,228,2018,10,5,online,0,0,0,102.85,1,canceled
inn27342,3,0,2,3,meal plan 1,0,room_type 4,33,2017,10,25,offline,0,0,0,105.0,1,not_canceled
inn27343,1,0,0,3,meal plan 1,0,room_type 1,166,2018,11,1,offline,0,0,0,110.0,0,canceled
inn27344,2,0,1,4,meal plan 1,0,room_type 1,203,2018,8,8,online,0,0,0,65.49,1,not_canceled
inn27345,2,0,0,1,meal plan 1,0,room_type 1,43,2017,10,13,offline,0,0,0,85.0,0,not_canceled
inn27346,1,0,1,0,meal plan 1,0,room_type 1,13,2018,3,20,online,0,0,0,6.0,0,not_canceled
inn27347,1,0,0,3,meal plan 1,0,room_type 1,9,2018,3,1,online,0,0,0,71.84,1,not_canceled
inn27348,1,0,0,1,meal plan 2,0,room_type 1,3,2018,4,9,complementary,0,0,0,0.0,0,not_canceled
inn27349,1,0,0,2,meal plan 1,0,room_type 1,1,2018,4,6,aviation,0,0,0,95.0,0,not_canceled
inn27350,2,0,1,2,meal plan 2,0,room_type 1,105,2017,10,12,offline,0,0,0,110.0,0,canceled
inn27351,1,0,0,1,meal plan 1,0,room_type 1,57,2018,3,10,online,0,0,0,54.98,1,not_canceled
inn27352,2,0,0,4,meal plan 1,0,room_type 1,91,2018,6,15,online,0,0,0,136.35,2,not_canceled
inn27353,2,0,1,2,meal plan 1,0,room_type 4,23,2017,10,2,online,0,0,0,142.0,0,not_canceled
inn27354,2,0,2,3,meal plan 1,0,room_type 4,97,2018,10,22,online,0,0,0,121.14,3,not_canceled
inn27355,1,0,0,1,meal plan 1,0,room_type 1,21,2018,2,11,online,0,0,0,85.0,0,canceled
inn27356,1,0,0,1,meal plan 1,0,room_type 1,7,2018,8,17,online,0,0,0,124.0,0,canceled
inn27357,1,0,0,1,meal plan 1,0,room_type 1,8,2018,2,19,corporate,0,0,0,81.0,0,not_canceled
inn27358,2,0,2,5,meal plan 1,0,room_type 1,163,2018,4,9,online,0,0,0,73.37,1,not_canceled
inn27359,1,0,0,1,meal plan 1,1,room_type 1,3,2018,3,3,corporate,1,0,1,67.0,1,not_canceled
inn27360,2,0,0,1,not selected,0,room_type 1,184,2018,10,12,online,0,0,0,98.1,0,canceled
inn27361,2,0,0,3,meal plan 1,0,room_type 1,213,2018,6,7,offline,0,0,0,130.0,0,canceled
inn27362,2,0,1,2,meal plan 1,0,room_type 1,418,2018,9,26,offline,0,0,0,75.0,0,canceled
inn27363,1,0,1,3,meal plan 1,0,room_type 1,18,2017,9,7,online,0,0,0,123.5,0,not_canceled
inn27364,2,0,2,3,meal plan 1,1,room_type 4,45,2018,5,12,online,0,0,0,149.4,0,not_canceled
inn27365,1,0,1,1,meal plan 1,0,room_type 4,75,2018,7,11,online,0,0,0,123.3,0,canceled
inn27366,2,0,0,4,meal plan 1,0,room_type 1,87,2018,7,19,offline,0,0,0,72.25,0,not_canceled
inn27367,1,0,1,1,meal plan 1,0,room_type 1,60,2017,9,21,offline,0,0,0,49.5,0,not_canceled
inn27368,2,0,0,2,meal plan 1,0,room_type 1,42,2018,11,25,online,0,0,0,74.88,0,not_canceled
inn27369,2,0,0,1,meal plan 1,0,room_type 1,0,2018,4,30,online,0,0,0,131.0,0,not_canceled
inn27370,2,0,0,2,meal plan 1,1,room_type 4,7,2018,1,29,complementary,0,0,0,0.0,1,not_canceled
inn27371,3,0,1,2,meal plan 1,0,room_type 4,75,2018,11,18,online,0,0,0,126.0,2,not_canceled
inn27372,1,0,0,1,meal plan 1,1,room_type 1,28,2018,10,12,corporate,1,0,7,98.0,1,not_canceled
inn27373,2,0,2,2,meal plan 1,0,room_type 5,27,2018,9,9,online,0,0,0,167.2,0,not_canceled
inn27374,1,0,2,5,meal plan 1,0,room_type 1,89,2018,9,4,offline,0,0,0,85.0,1,not_canceled
inn27375,2,0,2,3,meal plan 2,0,room_type 1,109,2018,7,10,offline,0,0,0,102.25,0,not_canceled
inn27376,2,0,2,1,meal plan 1,0,room_type 1,53,2018,8,27,offline,0,0,0,77.04,0,canceled
inn27377,2,2,2,0,meal plan 1,0,room_type 2,35,2018,9,18,online,0,0,0,248.49,1,not_canceled
inn27378,2,0,0,4,meal plan 1,0,room_type 4,274,2018,10,19,online,0,0,0,99.45,1,canceled
inn27379,2,0,2,1,meal plan 1,0,room_type 2,76,2018,3,19,online,0,0,0,78.15,0,canceled
inn27380,2,0,2,2,meal plan 1,0,room_type 1,61,2018,3,19,offline,0,0,0,63.58,0,not_canceled
inn27381,1,0,2,2,meal plan 1,0,room_type 1,54,2018,10,16,offline,0,0,0,66.5,0,not_canceled
inn27382,2,1,0,1,meal plan 1,0,room_type 1,38,2018,8,10,online,0,0,0,152.1,1,not_canceled
inn27383,2,2,2,3,meal plan 2,0,room_type 6,111,2018,8,7,online,0,0,0,237.6,0,canceled
inn27384,1,0,0,1,meal plan 1,0,room_type 1,0,2018,3,15,online,0,0,0,103.0,0,not_canceled
inn27385,2,2,2,1,meal plan 1,0,room_type 6,16,2017,9,5,online,0,0,0,165.0,3,not_canceled
inn27386,2,0,1,3,not selected,0,room_type 1,38,2018,11,10,offline,0,0,0,59.5,0,not_canceled
inn27387,2,0,2,3,meal plan 1,0,room_type 1,40,2018,3,5,online,0,0,0,81.9,0,canceled
inn27388,2,0,0,4,meal plan 1,0,room_type 4,17,2018,4,6,online,0,0,0,133.5,0,canceled
inn27389,1,0,0,1,not selected,0,room_type 1,15,2018,4,14,online,1,0,1,98.1,0,not_canceled
inn27390,2,0,2,1,meal plan 1,0,room_type 1,80,2018,11,19,online,0,0,0,93.6,1,not_canceled
inn27391,2,0,1,2,meal plan 2,0,room_type 1,105,2017,10,12,offline,0,0,0,110.0,0,canceled
inn27392,2,2,0,4,meal plan 1,0,room_type 6,32,2018,6,8,online,0,0,0,191.7,0,canceled
inn27393,2,0,0,1,meal plan 1,0,room_type 4,67,2018,11,22,online,0,0,0,102.6,1,not_canceled
inn27394,2,0,2,5,meal plan 1,0,room_type 1,26,2017,10,31,online,0,0,0,95.96,1,not_canceled
inn27395,2,0,1,2,not selected,0,room_type 1,11,2018,1,15,online,0,0,0,75.0,0,not_canceled
inn27396,2,0,2,2,meal plan 1,0,room_type 1,136,2018,7,2,online,0,0,0,93.08,0,canceled
inn27397,1,0,1,1,not selected,0,room_type 1,79,2018,3,26,online,0,0,0,85.5,0,not_canceled
inn27398,3,0,1,2,meal plan 1,0,room_type 4,15,2018,4,15,online,0,0,0,154.33,0,canceled
inn27399,2,0,2,1,meal plan 1,0,room_type 1,92,2018,3,26,offline,0,0,0,100.0,0,canceled
inn27400,2,0,0,1,meal plan 1,0,room_type 1,1,2017,9,3,online,0,0,0,105.0,0,not_canceled
inn27401,2,0,2,5,meal plan 1,0,room_type 1,110,2018,6,13,online,0,0,0,119.85,4,not_canceled
inn27402,2,0,0,1,meal plan 1,0,room_type 1,11,2018,6,2,online,0,0,0,111.35,0,canceled
inn27403,1,0,0,1,meal plan 1,0,room_type 1,0,2017,10,29,online,0,0,0,120.0,0,not_canceled
inn27404,2,0,0,3,meal plan 1,0,room_type 1,30,2017,10,14,online,0,0,0,96.3,5,not_canceled
inn27405,1,0,1,2,meal plan 1,0,room_type 1,0,2017,7,27,corporate,0,0,0,65.0,0,not_canceled
inn27406,1,0,0,1,meal plan 1,0,room_type 1,12,2018,4,19,online,0,0,0,95.0,0,not_canceled
inn27407,1,0,1,1,meal plan 1,0,room_type 4,0,2018,2,15,offline,0,0,0,45.0,1,not_canceled
inn27408,3,0,2,5,meal plan 1,1,room_type 4,14,2018,2,14,online,0,0,0,139.0,1,not_canceled
inn27409,2,0,2,5,meal plan 1,0,room_type 1,18,2018,11,20,offline,0,0,0,68.0,0,not_canceled
inn27410,2,0,0,1,meal plan 1,0,room_type 4,76,2018,7,2,online,0,0,0,131.4,0,canceled
inn27411,2,0,0,2,not selected,0,room_type 1,20,2018,11,8,online,0,0,0,185.0,1,not_canceled
inn27412,1,0,0,3,meal plan 1,0,room_type 4,3,2018,6,7,online,0,0,0,109.85,2,not_canceled
inn27413,2,0,0,2,meal plan 1,0,room_type 1,245,2018,6,17,offline,0,0,0,75.0,0,canceled
inn27414,2,0,0,3,meal plan 1,0,room_type 1,73,2017,11,24,offline,0,0,0,85.67,0,not_canceled
inn27415,1,0,0,1,meal plan 1,0,room_type 1,9,2017,10,1,corporate,0,0,0,65.0,0,not_canceled
inn27416,2,0,0,2,meal plan 1,0,room_type 1,86,2017,9,9,corporate,0,0,0,100.0,0,not_canceled
inn27417,1,0,0,1,meal plan 2,0,room_type 1,41,2017,9,4,offline,0,0,0,83.0,0,not_canceled
inn27418,2,0,1,2,meal plan 1,0,room_type 1,81,2018,3,25,offline,0,0,0,65.0,0,not_canceled
inn27419,1,0,0,3,meal plan 1,0,room_type 1,238,2018,10,13,offline,0,0,0,80.0,0,not_canceled
inn27420,2,0,0,1,meal plan 1,0,room_type 1,8,2018,11,5,offline,0,0,0,130.0,0,not_canceled
inn27421,2,0,0,3,not selected,0,room_type 1,86,2018,4,14,online,0,0,0,85.5,0,canceled
inn27422,2,1,0,2,meal plan 1,0,room_type 1,128,2018,7,8,online,0,0,0,130.5,0,canceled
inn27423,2,2,0,1,meal plan 1,0,room_type 6,0,2017,8,26,online,0,0,0,156.0,2,not_canceled
inn27424,2,2,0,1,meal plan 1,0,room_type 7,39,2018,8,13,online,0,0,0,223.76,1,not_canceled
inn27425,2,0,0,3,meal plan 1,0,room_type 1,183,2018,9,8,offline,0,0,0,110.0,0,canceled
inn27426,2,0,1,1,meal plan 1,0,room_type 4,0,2018,2,13,online,0,0,0,106.0,0,canceled
inn27427,2,0,2,1,meal plan 1,1,room_type 1,49,2017,12,5,online,0,0,0,115.2,2,not_canceled
inn27428,2,0,0,4,meal plan 1,0,room_type 5,112,2018,8,24,offline,0,0,0,116.28,0,canceled
inn27429,3,0,1,4,meal plan 1,0,room_type 4,24,2017,10,19,offline,0,0,0,105.0,0,not_canceled
inn27430,1,0,1,0,meal plan 1,0,room_type 1,26,2018,7,11,corporate,1,2,12,65.0,0,not_canceled
inn27431,2,1,0,3,not selected,0,room_type 1,31,2018,8,30,online,0,0,0,108.0,1,not_canceled
inn27432,2,1,1,2,meal plan 1,0,room_type 1,57,2018,11,11,online,0,0,0,112.2,1,canceled
inn27433,2,0,2,1,meal plan 2,0,room_type 1,96,2017,7,11,offline,0,0,0,94.5,0,canceled
inn27434,2,1,2,2,meal plan 1,0,room_type 1,32,2018,7,3,online,0,0,0,152.1,0,canceled
inn27435,2,0,1,2,meal plan 1,0,room_type 1,14,2018,11,28,offline,0,0,0,80.0,0,not_canceled
inn27436,2,1,0,2,meal plan 1,0,room_type 1,37,2018,7,28,online,0,0,0,152.1,0,canceled
inn27437,1,0,0,2,meal plan 1,0,room_type 1,30,2018,3,4,online,0,0,0,88.4,0,not_canceled
inn27438,1,0,0,1,meal plan 1,1,room_type 1,35,2018,12,14,corporate,0,0,0,79.0,1,not_canceled
inn27439,2,0,0,4,not selected,0,room_type 1,135,2017,8,19,online,0,0,0,55.08,0,canceled
inn27440,2,0,0,2,not selected,0,room_type 1,9,2018,2,12,online,0,0,0,79.0,1,canceled
inn27441,1,0,2,1,meal plan 1,0,room_type 1,6,2017,10,11,online,0,0,0,97.02,2,not_canceled
inn27442,2,0,1,2,meal plan 1,0,room_type 4,94,2018,8,26,online,0,0,0,131.4,1,canceled
inn27443,2,0,2,1,meal plan 1,0,room_type 1,24,2018,9,18,offline,0,0,0,95.0,0,not_canceled
inn27444,2,0,0,3,meal plan 1,0,room_type 1,19,2017,10,6,offline,1,1,0,90.0,0,not_canceled
inn27445,2,0,1,3,meal plan 2,0,room_type 4,161,2018,12,26,online,0,0,0,130.05,0,not_canceled
inn27446,1,0,0,1,not selected,0,room_type 1,0,2018,5,12,online,0,0,0,85.93,0,not_canceled
inn27447,2,0,1,2,meal plan 1,0,room_type 1,34,2018,2,12,online,0,0,0,78.3,0,not_canceled
inn27448,1,0,2,2,meal plan 1,0,room_type 1,116,2018,2,28,offline,0,0,0,75.75,0,not_canceled
inn27449,2,0,0,3,meal plan 1,0,room_type 1,193,2017,10,15,offline,0,0,0,65.0,0,canceled
inn27450,2,0,0,3,meal plan 1,0,room_type 1,162,2017,9,17,offline,0,0,0,70.0,0,not_canceled
inn27451,2,0,0,1,meal plan 1,0,room_type 1,87,2018,4,14,online,0,0,0,74.15,0,canceled
inn27452,1,0,0,1,meal plan 1,1,room_type 1,6,2018,1,26,online,0,0,0,95.0,1,not_canceled
inn27453,2,0,0,3,meal plan 1,0,room_type 1,314,2018,10,12,offline,0,0,0,75.0,0,canceled
inn27454,2,0,1,1,meal plan 1,0,room_type 1,45,2018,5,21,online,0,0,0,126.9,2,not_canceled
inn27455,1,0,1,0,meal plan 1,0,room_type 1,14,2017,10,5,online,0,0,0,120.0,1,not_canceled
inn27456,2,0,0,4,meal plan 1,0,room_type 1,86,2018,3,29,online,0,0,0,82.45,1,not_canceled
inn27457,2,0,0,3,meal plan 1,0,room_type 1,37,2018,10,13,offline,0,0,0,105.0,0,not_canceled
inn27458,1,0,1,1,meal plan 2,0,room_type 1,301,2018,7,30,offline,0,0,0,90.0,0,not_canceled
inn27459,2,0,0,4,not selected,0,room_type 1,28,2018,8,30,online,0,0,0,94.05,0,canceled
inn27460,2,0,1,3,meal plan 1,0,room_type 1,57,2018,3,28,online,0,0,0,85.85,1,not_canceled
inn27461,2,0,0,3,meal plan 1,0,room_type 1,56,2017,10,21,online,0,0,0,94.5,3,not_canceled
inn27462,2,0,1,4,not selected,0,room_type 1,18,2018,11,14,online,0,0,0,74.8,2,not_canceled
inn27463,1,0,2,3,meal plan 1,0,room_type 1,1,2018,7,3,online,0,0,0,145.0,1,not_canceled
inn27464,2,0,0,4,meal plan 1,0,room_type 1,41,2017,10,27,online,0,0,0,74.88,0,not_canceled
inn27465,2,0,0,1,not selected,0,room_type 1,57,2018,11,22,online,0,0,0,60.98,1,not_canceled
inn27466,2,0,2,3,meal plan 1,0,room_type 1,266,2018,10,7,offline,0,0,0,80.75,0,not_canceled
inn27467,2,0,2,2,not selected,0,room_type 1,60,2018,12,23,online,0,0,0,74.8,0,canceled
inn27468,2,0,2,3,meal plan 1,0,room_type 1,232,2018,10,23,online,0,0,0,66.53,1,not_canceled
inn27469,2,0,1,1,meal plan 1,0,room_type 1,53,2018,2,20,online,0,0,0,80.3,1,not_canceled
inn27470,2,0,0,0,meal plan 1,0,room_type 1,23,2017,10,8,online,0,0,0,0.0,1,not_canceled
inn27471,2,0,1,3,meal plan 1,0,room_type 4,119,2018,10,24,online,0,0,0,81.47,1,not_canceled
inn27472,2,0,1,4,meal plan 1,0,room_type 1,11,2018,4,27,online,0,0,0,135.0,2,canceled
inn27473,2,0,0,2,meal plan 2,0,room_type 1,320,2018,8,18,offline,0,0,0,115.0,1,canceled
inn27474,2,0,1,2,not selected,0,room_type 1,83,2018,6,27,online,0,0,0,74.1,0,not_canceled
inn27475,2,0,0,3,meal plan 1,0,room_type 1,314,2018,10,12,offline,0,0,0,75.0,0,canceled
inn27476,3,0,0,3,meal plan 1,0,room_type 1,130,2018,7,26,offline,0,0,0,96.9,0,not_canceled
inn27477,2,0,1,3,meal plan 1,0,room_type 1,83,2018,7,14,online,0,0,0,105.3,2,not_canceled
inn27478,1,0,0,1,meal plan 1,0,room_type 1,31,2018,8,26,online,0,0,0,130.5,1,canceled
inn27479,2,0,0,2,meal plan 1,0,room_type 1,349,2018,10,4,offline,0,0,0,130.0,0,canceled
inn27480,1,0,0,3,meal plan 1,0,room_type 1,1,2018,5,3,corporate,1,0,9,65.0,1,not_canceled
inn27481,2,2,0,1,meal plan 1,0,room_type 6,17,2018,9,21,online,0,0,0,224.1,2,not_canceled
inn27482,2,0,0,3,meal plan 1,0,room_type 1,9,2018,3,22,online,0,0,0,141.0,0,not_canceled
inn27483,2,0,0,2,not selected,0,room_type 1,53,2018,5,6,online,0,0,0,116.1,0,canceled
inn27484,1,0,0,2,meal plan 1,0,room_type 1,164,2017,10,2,offline,0,0,0,100.0,0,not_canceled
inn27485,2,0,0,3,meal plan 2,0,room_type 1,13,2018,4,26,offline,0,0,0,96.0,0,not_canceled
inn27486,2,0,1,2,meal plan 1,0,room_type 4,44,2018,11,4,online,0,0,0,110.13,2,not_canceled
inn27487,2,0,1,0,not selected,0,room_type 1,134,2018,7,17,online,0,0,0,94.5,1,canceled
inn27488,2,0,0,2,meal plan 2,0,room_type 1,291,2018,8,19,offline,0,0,0,115.0,0,canceled
inn27489,2,0,1,0,meal plan 1,0,room_type 1,12,2017,10,4,offline,0,0,0,72.0,0,not_canceled
inn27490,2,0,0,4,not selected,0,room_type 1,3,2018,3,8,online,0,0,0,93.0,1,not_canceled
inn27491,1,0,0,2,meal plan 1,0,room_type 1,99,2018,2,19,corporate,0,0,0,81.0,0,not_canceled
inn27492,2,0,0,1,meal plan 1,0,room_type 1,30,2018,7,8,online,0,0,0,135.9,0,canceled
inn27493,2,2,2,1,meal plan 1,0,room_type 6,83,2018,4,3,online,0,0,0,159.3,2,not_canceled
inn27494,1,0,2,4,meal plan 1,0,room_type 1,8,2017,11,5,corporate,1,2,9,65.0,0,not_canceled
inn27495,1,0,1,0,meal plan 1,1,room_type 5,0,2018,7,18,corporate,0,0,0,139.0,0,not_canceled
inn27496,2,0,0,4,meal plan 1,0,room_type 4,95,2018,7,6,online,0,0,0,127.8,0,canceled
inn27497,2,0,1,4,meal plan 1,0,room_type 1,29,2018,3,2,offline,0,0,0,87.0,0,not_canceled
inn27498,2,0,1,2,meal plan 1,0,room_type 1,5,2018,3,11,online,0,0,0,109.0,0,canceled
inn27499,2,0,2,1,meal plan 2,0,room_type 1,145,2017,8,29,offline,0,0,0,94.5,0,not_canceled
inn27500,2,0,1,1,meal plan 1,0,room_type 4,1,2018,1,9,online,1,11,1,89.3,1,not_canceled
inn27501,2,0,0,3,meal plan 1,0,room_type 4,88,2018,4,26,online,0,0,0,109.8,1,not_canceled
inn27502,2,0,1,2,meal plan 1,0,room_type 1,418,2018,9,26,offline,0,0,0,75.0,0,canceled
inn27503,2,2,1,2,meal plan 1,0,room_type 7,65,2018,8,8,online,0,0,0,214.76,1,not_canceled
inn27504,1,0,2,1,meal plan 1,0,room_type 1,93,2018,10,15,offline,0,0,0,115.0,0,canceled
inn27505,2,0,1,4,meal plan 1,0,room_type 1,21,2017,9,7,online,0,0,0,139.2,2,not_canceled
inn27506,2,0,0,3,not selected,0,room_type 1,27,2018,11,2,online,0,0,0,100.0,1,not_canceled
inn27507,1,0,0,2,meal plan 2,0,room_type 1,256,2018,6,15,offline,0,0,0,90.0,0,not_canceled
inn27508,2,0,0,2,not selected,0,room_type 1,35,2018,10,28,online,0,0,0,109.0,1,canceled
inn27509,2,0,0,2,meal plan 1,0,room_type 1,86,2017,9,24,offline,0,0,0,105.0,0,not_canceled
inn27510,2,0,1,2,not selected,0,room_type 1,71,2018,12,5,online,0,0,0,79.2,1,not_canceled
inn27511,2,0,0,4,not selected,0,room_type 1,17,2018,2,16,online,0,0,0,79.0,2,canceled
inn27512,2,0,0,3,meal plan 1,0,room_type 1,304,2018,11,3,offline,0,0,0,89.0,0,canceled
inn27513,2,0,0,3,meal plan 1,0,room_type 1,80,2017,9,3,online,0,0,0,89.25,0,not_canceled
inn27514,2,0,0,3,meal plan 1,0,room_type 1,192,2018,8,9,online,0,0,0,94.5,1,canceled
inn27515,2,0,0,3,meal plan 2,0,room_type 4,58,2018,4,5,online,0,0,0,153.0,1,not_canceled
inn27516,2,0,2,3,meal plan 1,0,room_type 1,207,2018,8,5,online,0,0,0,90.95,0,canceled
inn27517,3,0,0,3,meal plan 1,0,room_type 4,97,2018,9,27,online,0,0,0,168.3,2,canceled
inn27518,2,0,0,3,meal plan 1,0,room_type 4,18,2018,5,10,online,0,0,0,146.0,1,not_canceled
inn27519,1,0,0,3,meal plan 1,0,room_type 1,71,2018,6,14,offline,0,0,0,120.0,0,not_canceled
inn27520,2,0,0,2,meal plan 1,0,room_type 1,132,2018,5,6,online,0,0,0,105.3,0,not_canceled
inn27521,2,0,0,1,not selected,0,room_type 1,53,2018,5,18,online,0,0,0,89.4,2,not_canceled
inn27522,2,0,0,1,not selected,0,room_type 1,1,2018,7,20,online,0,0,0,108.0,1,not_canceled
inn27523,2,0,1,3,meal plan 1,0,room_type 1,41,2018,9,22,offline,0,0,0,118.96,2,not_canceled
inn27524,2,0,0,2,meal plan 1,0,room_type 1,122,2018,4,15,offline,0,0,0,85.0,0,not_canceled
inn27525,2,0,0,1,not selected,0,room_type 1,13,2018,4,7,online,0,0,0,89.0,0,not_canceled
inn27526,2,0,1,4,meal plan 2,0,room_type 1,38,2018,12,21,online,0,0,0,120.7,1,not_canceled
inn27527,2,0,0,1,meal plan 1,0,room_type 1,30,2018,5,21,online,0,0,0,126.9,1,not_canceled
inn27528,2,0,1,0,meal plan 1,0,room_type 1,22,2017,9,6,online,0,0,0,105.0,0,not_canceled
inn27529,2,0,0,3,meal plan 1,1,room_type 1,0,2018,5,11,online,0,0,0,150.0,1,not_canceled
inn27530,0,2,1,3,meal plan 1,0,room_type 2,102,2018,12,26,online,0,0,0,101.34,0,canceled
inn27531,2,0,0,1,meal plan 1,0,room_type 4,13,2018,7,20,online,0,0,0,116.0,2,not_canceled
inn27532,2,0,1,2,meal plan 1,0,room_type 4,5,2018,1,11,online,0,0,0,99.0,1,not_canceled
inn27533,2,0,1,1,meal plan 2,0,room_type 4,68,2018,7,4,offline,0,0,0,107.95,0,not_canceled
inn27534,2,0,0,1,not selected,0,room_type 1,133,2018,8,20,online,0,0,0,94.5,0,canceled
inn27535,1,0,2,4,meal plan 1,0,room_type 4,53,2018,6,18,online,0,0,0,122.4,1,canceled
inn27536,2,0,2,3,meal plan 1,0,room_type 1,45,2018,4,24,online,0,0,0,108.79,0,not_canceled
inn27537,1,0,0,1,meal plan 1,0,room_type 1,1,2017,11,19,corporate,1,1,1,65.0,0,not_canceled
inn27538,2,0,1,2,meal plan 1,0,room_type 1,40,2018,2,12,online,0,0,0,78.3,1,canceled
inn27539,3,0,1,2,meal plan 2,0,room_type 4,83,2018,6,10,online,0,0,0,210.6,2,not_canceled
inn27540,2,0,2,7,meal plan 1,0,room_type 1,199,2017,10,1,online,0,0,0,94.5,0,canceled
inn27541,2,0,2,2,meal plan 1,0,room_type 1,40,2018,3,5,online,0,0,0,83.9,1,not_canceled
inn27542,2,0,1,4,meal plan 1,0,room_type 1,148,2017,12,30,offline,0,0,0,67.0,0,not_canceled
inn27543,2,0,0,1,meal plan 1,1,room_type 1,1,2018,1,20,online,0,0,0,111.0,1,not_canceled
inn27544,2,0,1,2,meal plan 2,0,room_type 1,3,2018,8,15,online,0,0,0,228.33,1,not_canceled
inn27545,3,0,0,1,meal plan 1,0,room_type 4,26,2018,5,19,online,0,0,0,177.0,2,not_canceled
inn27546,2,0,2,1,meal plan 1,0,room_type 1,2,2017,10,4,online,0,0,0,114.0,0,not_canceled
